,Date,State,Samples,Positive
812,2020-04-23,Uttarakhand,4473.0,47.0
813,2020-04-24,Uttarakhand,4767.0,48.0
814,2020-04-25,Uttarakhand,5194.0,48.0
815,2020-04-26,Uttarakhand,5277.0,50.0
816,2020-04-27,Uttarakhand,5463.0,51.0
817,2020-04-28,Uttarakhand,5739.0,52.0
818,2020-04-29,Uttarakhand,6046.0,54.0
819,2020-04-30,Uttarakhand,6565.0,57.0
820,2020-05-01,Uttarakhand,7042.0,57.0
821,2020-05-02,Uttarakhand,7369.0,59.0
822,2020-05-03,Uttarakhand,7578.0,60.0
823,2020-05-04,Uttarakhand,7806.0,60.0
824,2020-05-05,Uttarakhand,8060.0,61.0
825,2020-05-06,Uttarakhand,8346.0,61.0
826,2020-05-07,Uttarakhand,8783.0,61.0
827,2020-05-08,Uttarakhand,9116.0,61.0
828,2020-04-01,West Bengal,659.0,37.0
829,2020-04-04,West Bengal,1042.0,
830,2020-04-06,West Bengal,1301.0,
831,2020-04-07,West Bengal,1487.0,
832,2020-04-09,West Bengal,1889.0,
833,2020-04-10,West Bengal,2095.0,
834,2020-04-11,West Bengal,2286.0,126.0
835,2020-04-12,West Bengal,2523.0,134.0
836,2020-04-13,West Bengal,2793.0,152.0
837,2020-04-14,West Bengal,3081.0,190.0
838,2020-04-15,West Bengal,3470.0,213.0
839,2020-04-16,West Bengal,3811.0,231.0
840,2020-04-17,West Bengal,4212.0,255.0
841,2020-04-18,West Bengal,4630.0,287.0
842,2020-04-19,West Bengal,5045.0,310.0
843,2020-04-20,West Bengal,5469.0,339.0
844,2020-04-21,West Bengal,6182.0,392.0
845,2020-04-22,West Bengal,7037.0,423.0
846,2020-04-23,West Bengal,7990.0,456.0
847,2020-04-24,West Bengal,8933.0,514.0
848,2020-04-25,West Bengal,9880.0,571.0
849,2020-04-26,West Bengal,10893.0,611.0
850,2020-04-27,West Bengal,12043.0,649.0
851,2020-04-28,West Bengal,13223.0,697.0
852,2020-04-29,West Bengal,14620.0,725.0
853,2020-04-30,West Bengal,16525.0,758.0
854,2020-05-01,West Bengal,18566.0,
855,2020-05-02,West Bengal,20976.0,795.0
856,2020-05-03,West Bengal,22915.0,922.0
857,2020-05-04,West Bengal,25116.0,1259.0
858,2020-05-05,West Bengal,27571.0,1344.0
859,2020-05-06,West Bengal,30141.0,1456.0
860,2020-05-07,West Bengal,32752.0,1548.0
861,2020-05-08,West Bengal,35767.0,1678.0
